description,amount,date,type,payment_method,recurrent
Internet residencial,182.65,2024-02-04,EXPENSE,BANK_TRANSFER,true
Manutencao do veiculo,677.01,2024-02-04,EXPENSE,BANK_TRANSFER,false
Passagem aerea,2836.73,2024-02-04,EXPENSE,BOLETO,false
Bonus profissional,1193.70,2024-02-04,INCOME,BANK_TRANSFER,false
Pagamento freelance,1749.39,2024-02-04,INCOME,BANK_TRANSFER,false
Aplicativo de transporte,35.83,2024-02-05,EXPENSE,CREDIT_CARD,false
Doacao,317.47,2024-02-05,EXPENSE,DEBIT_CARD,false
Estacionamento,71.95,2024-02-05,EXPENSE,PIX,false
Internet residencial,156.99,2024-02-05,EXPENSE,CASH,false
Manutencao do veiculo,2349.83,2024-02-05,EXPENSE,DEBIT_CARD,false
Manutencao do veiculo,557.17,2024-02-05,EXPENSE,CREDIT_CARD,false
Padaria,59.14,2024-02-05,EXPENSE,BOLETO,false
Pet shop,341.61,2024-02-05,EXPENSE,PIX,false
Aluguel recebido,2373.69,2024-02-05,INCOME,BANK_TRANSFER,true
Cinema e lazer,31.34,2024-02-06,EXPENSE,BANK_TRANSFER,false
Estacionamento,46.43,2024-02-06,EXPENSE,PIX,false
Impostos e taxas,1986.99,2024-02-06,EXPENSE,CREDIT_CARD,false
Internet residencial,113.26,2024-02-06,EXPENSE,PIX,true
Plano de celular,77.99,2024-02-06,EXPENSE,BOLETO,true
Veterinario,847.81,2024-02-06,EXPENSE,BOLETO,false
Aluguel recebido,1300.21,2024-02-06,INCOME,BANK_TRANSFER,true
Aluguel residencial,1985.82,2024-02-07,EXPENSE,CREDIT_CARD,true
Aplicativo de transporte,31.43,2024-02-07,EXPENSE,PIX,false
Conta de energia,226.18,2024-02-07,EXPENSE,PIX,true
Curso online,625.23,2024-02-07,EXPENSE,CREDIT_CARD,false
Loja de roupas,643.19,2024-02-07,EXPENSE,DEBIT_CARD,false
Manutencao do veiculo,198.29,2024-02-07,EXPENSE,PIX,false
Padaria,31.75,2024-02-07,EXPENSE,PIX,false
Supermercado,738.37,2024-02-07,EXPENSE,CASH,false
Supermercado,82.80,2024-02-07,EXPENSE,CREDIT_CARD,false
Estacionamento,44.48,2024-02-08,EXPENSE,PIX,false
Plano de celular,122.11,2024-02-08,EXPENSE,DEBIT_CARD,true
Viagem e hospedagem,4139.85,2024-02-08,EXPENSE,BANK_TRANSFER,false
Restituicao de imposto,774.27,2024-02-08,INCOME,PIX,false
Restituicao de imposto,946.80,2024-02-08,INCOME,PIX,false
Venda de produto,1531.93,2024-02-08,INCOME,PIX,false
Academia,220.11,2024-02-09,EXPENSE,BANK_TRANSFER,false
Aplicativo de transporte,49.37,2024-02-09,EXPENSE,DEBIT_CARD,false
Doacao,110.71,2024-02-09,EXPENSE,DEBIT_CARD,false
Impostos e taxas,475.47,2024-02-09,EXPENSE,CREDIT_CARD,false
Internet residencial,202.98,2024-02-09,EXPENSE,CASH,true
Manutencao do veiculo,2095.20,2024-02-09,EXPENSE,CREDIT_CARD,false
Plano de saude,1062.63,2024-02-09,EXPENSE,BOLETO,true
Streaming,74.67,2024-02-09,EXPENSE,DEBIT_CARD,true
Streaming,42.66,2024-02-09,EXPENSE,BOLETO,true
Streaming,24.93,2024-02-09,EXPENSE,CASH,true
Reembolso empresarial,505.59,2024-02-09,INCOME,PIX,false
Venda de produto,1302.55,2024-02-09,INCOME,BANK_TRANSFER,false
Aplicativo de transporte,34.39,2024-02-10,EXPENSE,BANK_TRANSFER,false
Delivery de comida,83.41,2024-02-10,EXPENSE,CASH,false
Eletronicos,3651.37,2024-02-10,EXPENSE,CREDIT_CARD,false
Eletronicos,4508.06,2024-02-10,EXPENSE,CREDIT_CARD,false
Livraria,249.90,2024-02-10,EXPENSE,DEBIT_CARD,false
Pet shop,223.65,2024-02-10,EXPENSE,PIX,false
Restaurante,228.47,2024-02-10,EXPENSE,CREDIT_CARD,false
Seguro do veiculo,228.30,2024-02-10,EXPENSE,BOLETO,true
Aluguel recebido,1936.69,2024-02-10,INCOME,PIX,true
Aluguel recebido,2675.06,2024-02-10,INCOME,BANK_TRANSFER,true
Pagamento freelance,1668.52,2024-02-10,INCOME,PIX,false
Rendimento de investimento,478.52,2024-02-10,INCOME,BANK_TRANSFER,true
Transferencia recebida,840.33,2024-02-10,INCOME,BANK_TRANSFER,false
Curso online,433.59,2024-02-11,EXPENSE,BANK_TRANSFER,false
Delivery de comida,156.42,2024-02-11,EXPENSE,CREDIT_CARD,false
Eletronicos,292.24,2024-02-11,EXPENSE,DEBIT_CARD,false
Eletronicos,125.44,2024-02-11,EXPENSE,CASH,false
Farmacia,154.50,2024-02-11,EXPENSE,BOLETO,false
Farmacia,38.69,2024-02-11,EXPENSE,BOLETO,false
Streaming,51.70,2024-02-11,EXPENSE,BANK_TRANSFER,true
Veterinario,345.79,2024-02-11,EXPENSE,BOLETO,false
Veterinario,108.51,2024-02-11,EXPENSE,DEBIT_CARD,false
Viagem e hospedagem,1792.90,2024-02-11,EXPENSE,CASH,false
Aluguel recebido,2605.11,2024-02-11,INCOME,BANK_TRANSFER,true
Reembolso empresarial,86.42,2024-02-11,INCOME,BANK_TRANSFER,false
Transferencia recebida,1342.37,2024-02-11,INCOME,PIX,false
Cinema e lazer,210.01,2024-02-12,EXPENSE,BANK_TRANSFER,false
Cinema e lazer,49.98,2024-02-12,EXPENSE,PIX,false
Conta de agua,237.16,2024-02-12,EXPENSE,CASH,true
Delivery de comida,159.08,2024-02-12,EXPENSE,PIX,false
Livraria,235.62,2024-02-12,EXPENSE,PIX,false
Loja de roupas,612.26,2024-02-12,EXPENSE,BOLETO,false
Loja de roupas,433.74,2024-02-12,EXPENSE,BOLETO,false
Restaurante,273.80,2024-02-12,EXPENSE,CREDIT_CARD,false
Supermercado,177.34,2024-02-12,EXPENSE,PIX,false
Condominio,1194.42,2024-02-13,EXPENSE,CASH,true
Doacao,240.53,2024-02-13,EXPENSE,CREDIT_CARD,false
Internet residencial,207.74,2024-02-13,EXPENSE,BOLETO,true
Passagem aerea,786.62,2024-02-13,EXPENSE,DEBIT_CARD,false
Streaming,58.68,2024-02-13,EXPENSE,BANK_TRANSFER,true
Academia,80.06,2024-02-14,EXPENSE,CASH,false
Academia,241.48,2024-02-14,EXPENSE,CREDIT_CARD,true
Cinema e lazer,224.19,2024-02-14,EXPENSE,BANK_TRANSFER,false
Combustivel,306.62,2024-02-14,EXPENSE,PIX,false
Condominio,771.46,2024-02-14,EXPENSE,CREDIT_CARD,true
Conta de energia,357.21,2024-02-14,EXPENSE,DEBIT_CARD,true
Curso online,61.62,2024-02-14,EXPENSE,PIX,false
Farmacia,236.76,2024-02-14,EXPENSE,CREDIT_CARD,false
Impostos e taxas,1324.68,2024-02-14,EXPENSE,PIX,false
Padaria,37.45,2024-02-14,EXPENSE,CASH,false
Pet shop,41.57,2024-02-14,EXPENSE,BANK_TRANSFER,false
Plano de celular,96.97,2024-02-14,EXPENSE,CASH,true
Restaurante,47.20,2024-02-14,EXPENSE,DEBIT_CARD,false
Restaurante,65.00,2024-02-14,EXPENSE,PIX,false
Veterinario,408.74,2024-02-14,EXPENSE,CASH,false
Academia,163.16,2024-02-15,EXPENSE,PIX,true
Academia,262.79,2024-02-15,EXPENSE,BANK_TRANSFER,true
Aluguel residencial,3310.84,2024-02-15,EXPENSE,CREDIT_CARD,true
Aplicativo de transporte,11.74,2024-02-15,EXPENSE,BANK_TRANSFER,false
Doacao,440.04,2024-02-15,EXPENSE,PIX,false
Doacao,494.86,2024-02-15,EXPENSE,BOLETO,false
Doacao,200.59,2024-02-15,EXPENSE,DEBIT_CARD,false
Impostos e taxas,754.47,2024-02-15,EXPENSE,CREDIT_CARD,false
Livraria,191.73,2024-02-15,EXPENSE,DEBIT_CARD,false
Padaria,81.21,2024-02-15,EXPENSE,BANK_TRANSFER,false
Pet shop,367.37,2024-02-15,EXPENSE,DEBIT_CARD,false
Pet shop,283.26,2024-02-15,EXPENSE,DEBIT_CARD,false
Plano de celular,170.55,2024-02-15,EXPENSE,CREDIT_CARD,true
Dividendos,706.39,2024-02-15,INCOME,PIX,true
Reembolso empresarial,456.75,2024-02-15,INCOME,PIX,false
Salario mensal,5297.12,2024-02-15,INCOME,BANK_TRANSFER,true
Academia,249.43,2024-02-16,EXPENSE,BOLETO,true
Academia,83.73,2024-02-16,EXPENSE,BANK_TRANSFER,false
Aluguel residencial,3696.76,2024-02-16,EXPENSE,BOLETO,true
Cinema e lazer,195.65,2024-02-16,EXPENSE,PIX,false
Curso online,206.81,2024-02-16,EXPENSE,CASH,false
Doacao,82.56,2024-02-16,EXPENSE,BOLETO,false
Internet residencial,92.21,2024-02-16,EXPENSE,CREDIT_CARD,true
Loja de roupas,844.23,2024-02-16,EXPENSE,PIX,false
Loja de roupas,659.51,2024-02-16,EXPENSE,BANK_TRANSFER,false
Streaming,76.05,2024-02-16,EXPENSE,CASH,true
Viagem e hospedagem,2914.72,2024-02-16,EXPENSE,DEBIT_CARD,false
Viagem e hospedagem,718.59,2024-02-16,EXPENSE,PIX,false
Aluguel recebido,2296.86,2024-02-16,INCOME,PIX,true
Reembolso empresarial,444.28,2024-02-16,INCOME,BANK_TRANSFER,false
Rendimento de investimento,86.85,2024-02-16,INCOME,BANK_TRANSFER,true
Salario mensal,6571.81,2024-02-16,INCOME,BANK_TRANSFER,true
Venda de produto,1270.20,2024-02-16,INCOME,PIX,false
Venda de produto,1768.06,2024-02-16,INCOME,BANK_TRANSFER,false
Aplicativo de transporte,93.28,2024-02-17,EXPENSE,PIX,false
Conta de energia,404.50,2024-02-17,EXPENSE,BOLETO,true
Doacao,306.81,2024-02-17,EXPENSE,CASH,false
Farmacia,82.61,2024-02-17,EXPENSE,CREDIT_CARD,false
Livraria,97.66,2024-02-17,EXPENSE,BANK_TRANSFER,false
Passagem aerea,2441.97,2024-02-17,EXPENSE,PIX,false
Pet shop,379.79,2024-02-17,EXPENSE,DEBIT_CARD,false
Veterinario,498.13,2024-02-17,EXPENSE,BOLETO,false
Viagem e hospedagem,2013.46,2024-02-17,EXPENSE,PIX,false
Academia,204.10,2024-02-18,EXPENSE,CASH,true
Cinema e lazer,95.35,2024-02-18,EXPENSE,PIX,false
Conta de energia,103.48,2024-02-18,EXPENSE,DEBIT_CARD,false
Curso online,533.76,2024-02-18,EXPENSE,BOLETO,false
Delivery de comida,38.22,2024-02-18,EXPENSE,CASH,false
Estacionamento,71.10,2024-02-18,EXPENSE,PIX,false
Internet residencial,98.62,2024-02-18,EXPENSE,DEBIT_CARD,true
Loja de roupas,752.14,2024-02-18,EXPENSE,PIX,false
Pet shop,404.38,2024-02-18,EXPENSE,DEBIT_CARD,false
Plano de celular,143.78,2024-02-18,EXPENSE,BOLETO,true
Plano de saude,787.61,2024-02-18,EXPENSE,CREDIT_CARD,false
Supermercado,803.19,2024-02-18,EXPENSE,CREDIT_CARD,false
Veterinario,479.90,2024-02-18,EXPENSE,PIX,false
Aluguel recebido,3040.69,2024-02-18,INCOME,BANK_TRANSFER,true
Dividendos,332.39,2024-02-18,INCOME,PIX,false
Pagamento freelance,713.57,2024-02-18,INCOME,PIX,false
Restituicao de imposto,1281.82,2024-02-18,INCOME,BANK_TRANSFER,false
Condominio,498.45,2024-02-19,EXPENSE,CREDIT_CARD,true
Conta de agua,43.91,2024-02-19,EXPENSE,DEBIT_CARD,true
Farmacia,367.85,2024-02-19,EXPENSE,BOLETO,false
Padaria,33.24,2024-02-19,EXPENSE,PIX,false
Padaria,22.15,2024-02-19,EXPENSE,CASH,false
Seguro do veiculo,478.32,2024-02-19,EXPENSE,BANK_TRANSFER,true
Streaming,43.85,2024-02-19,EXPENSE,CREDIT_CARD,false
Venda de produto,107.22,2024-02-19,INCOME,PIX,false
Venda de produto,372.72,2024-02-19,INCOME,PIX,false
Academia,164.66,2024-02-20,EXPENSE,CASH,true
Pet shop,78.98,2024-02-20,EXPENSE,BOLETO,false
Plano de celular,73.43,2024-02-20,EXPENSE,CREDIT_CARD,true
Restaurante,54.89,2024-02-20,EXPENSE,BOLETO,false
Viagem e hospedagem,1568.54,2024-02-20,EXPENSE,BOLETO,false
Bonus profissional,360.15,2024-02-20,INCOME,PIX,false
Rendimento de investimento,341.66,2024-02-20,INCOME,PIX,true
Condominio,1124.62,2024-02-21,EXPENSE,CREDIT_CARD,true
Conta de energia,493.30,2024-02-21,EXPENSE,BOLETO,true
Internet residencial,86.26,2024-02-21,EXPENSE,DEBIT_CARD,false
Loja de roupas,181.68,2024-02-21,EXPENSE,BOLETO,false
Padaria,32.20,2024-02-21,EXPENSE,DEBIT_CARD,false
Plano de celular,122.24,2024-02-21,EXPENSE,BOLETO,true
Seguro do veiculo,519.33,2024-02-21,EXPENSE,CREDIT_CARD,true
Veterinario,296.18,2024-02-21,EXPENSE,CASH,false
Viagem e hospedagem,1616.99,2024-02-21,EXPENSE,BANK_TRANSFER,false
Rendimento de investimento,486.30,2024-02-21,INCOME,BANK_TRANSFER,true
Transferencia recebida,26.34,2024-02-21,INCOME,PIX,false
Aluguel residencial,3534.43,2024-02-22,EXPENSE,BOLETO,true
Aluguel residencial,1856.27,2024-02-22,EXPENSE,DEBIT_CARD,true
Aplicativo de transporte,42.92,2024-02-22,EXPENSE,DEBIT_CARD,false
Combustivel,122.95,2024-02-22,EXPENSE,BANK_TRANSFER,false
Condominio,615.37,2024-02-22,EXPENSE,PIX,false
Conta de agua,166.61,2024-02-22,EXPENSE,CASH,false
Conta de energia,269.37,2024-02-22,EXPENSE,CREDIT_CARD,true
Doacao,471.69,2024-02-22,EXPENSE,PIX,false
Internet residencial,113.63,2024-02-22,EXPENSE,DEBIT_CARD,true
Internet residencial,190.54,2024-02-22,EXPENSE,BANK_TRANSFER,true
Pet shop,335.69,2024-02-22,EXPENSE,CREDIT_CARD,false
Streaming,77.99,2024-02-22,EXPENSE,CREDIT_CARD,true
Supermercado,459.02,2024-02-22,EXPENSE,BANK_TRANSFER,false
Viagem e hospedagem,3169.17,2024-02-22,EXPENSE,BOLETO,false
Rendimento de investimento,52.87,2024-02-22,INCOME,BANK_TRANSFER,false
Aplicativo de transporte,68.89,2024-02-23,EXPENSE,CREDIT_CARD,false
Condominio,616.14,2024-02-23,EXPENSE,BANK_TRANSFER,true
Conta de agua,241.55,2024-02-23,EXPENSE,BOLETO,true
Conta de energia,410.62,2024-02-23,EXPENSE,BOLETO,true
Eletronicos,3351.46,2024-02-23,EXPENSE,CREDIT_CARD,false
Estacionamento,38.17,2024-02-23,EXPENSE,CASH,false
Farmacia,96.23,2024-02-23,EXPENSE,BOLETO,false
Internet residencial,211.96,2024-02-23,EXPENSE,BOLETO,true
Manutencao do veiculo,951.63,2024-02-23,EXPENSE,CASH,false
Plano de celular,147.56,2024-02-23,EXPENSE,CASH,true
Streaming,36.21,2024-02-23,EXPENSE,CASH,true
Veterinario,940.17,2024-02-23,EXPENSE,DEBIT_CARD,false
Veterinario,160.11,2024-02-23,EXPENSE,DEBIT_CARD,false
Viagem e hospedagem,3732.57,2024-02-23,EXPENSE,CASH,false
Salario mensal,6618.89,2024-02-23,INCOME,PIX,true
Eletronicos,3803.52,2024-02-24,EXPENSE,BOLETO,false
Manutencao do veiculo,1033.63,2024-02-24,EXPENSE,BOLETO,false
Passagem aerea,1284.31,2024-02-24,EXPENSE,CREDIT_CARD,false
Plano de celular,43.74,2024-02-24,EXPENSE,DEBIT_CARD,true
Restaurante,215.09,2024-02-24,EXPENSE,DEBIT_CARD,false
Veterinario,427.03,2024-02-24,EXPENSE,BOLETO,false
Veterinario,861.79,2024-02-24,EXPENSE,BANK_TRANSFER,false
Combustivel,198.55,2024-02-25,EXPENSE,PIX,false
Delivery de comida,78.94,2024-02-25,EXPENSE,BANK_TRANSFER,false
Livraria,120.11,2024-02-25,EXPENSE,DEBIT_CARD,false
Plano de saude,293.29,2024-02-25,EXPENSE,BOLETO,false
Plano de saude,841.37,2024-02-25,EXPENSE,CASH,true
Restaurante,161.70,2024-02-25,EXPENSE,CASH,false
Restaurante,142.33,2024-02-25,EXPENSE,CREDIT_CARD,false
Restaurante,308.78,2024-02-25,EXPENSE,DEBIT_CARD,false
Seguro do veiculo,352.65,2024-02-25,EXPENSE,PIX,true
Veterinario,389.46,2024-02-25,EXPENSE,DEBIT_CARD,false
Transferencia recebida,189.93,2024-02-25,INCOME,BANK_TRANSFER,false
Combustivel,94.86,2024-02-26,EXPENSE,PIX,false
Condominio,314.24,2024-02-26,EXPENSE,BOLETO,true
Conta de agua,252.28,2024-02-26,EXPENSE,PIX,true
Conta de energia,398.66,2024-02-26,EXPENSE,DEBIT_CARD,true
Delivery de comida,92.74,2024-02-26,EXPENSE,CASH,false
Delivery de comida,38.26,2024-02-26,EXPENSE,PIX,false
Doacao,94.65,2024-02-26,EXPENSE,CASH,false
Farmacia,194.62,2024-02-26,EXPENSE,CASH,false
Loja de roupas,358.21,2024-02-26,EXPENSE,BOLETO,false
Manutencao do veiculo,969.90,2024-02-26,EXPENSE,DEBIT_CARD,false
Manutencao do veiculo,571.45,2024-02-26,EXPENSE,PIX,false
Passagem aerea,3446.73,2024-02-26,EXPENSE,CREDIT_CARD,false
Pet shop,189.80,2024-02-26,EXPENSE,BOLETO,false
Restaurante,102.46,2024-02-26,EXPENSE,BANK_TRANSFER,false
Supermercado,799.37,2024-02-26,EXPENSE,BANK_TRANSFER,false
Bonus profissional,616.48,2024-02-26,INCOME,PIX,false
Academia,97.75,2024-02-27,EXPENSE,PIX,true
Aluguel residencial,3840.41,2024-02-27,EXPENSE,CASH,true
Cinema e lazer,96.43,2024-02-27,EXPENSE,BOLETO,false
Condominio,988.86,2024-02-27,EXPENSE,PIX,true
Curso online,741.99,2024-02-27,EXPENSE,DEBIT_CARD,false
Internet residencial,136.60,2024-02-27,EXPENSE,CASH,true
Passagem aerea,1234.74,2024-02-27,EXPENSE,CASH,false
Restaurante,53.78,2024-02-27,EXPENSE,PIX,false
Seguro do veiculo,410.75,2024-02-27,EXPENSE,CASH,true
Seguro do veiculo,210.20,2024-02-27,EXPENSE,BOLETO,true
Streaming,25.15,2024-02-27,EXPENSE,CASH,true
Supermercado,315.08,2024-02-27,EXPENSE,DEBIT_CARD,false
Supermercado,441.14,2024-02-27,EXPENSE,CREDIT_CARD,false
Viagem e hospedagem,1609.34,2024-02-27,EXPENSE,BANK_TRANSFER,false
Aluguel recebido,3405.69,2024-02-27,INCOME,BANK_TRANSFER,true
Venda de produto,386.54,2024-02-27,INCOME,BANK_TRANSFER,false
Venda de produto,457.74,2024-02-27,INCOME,PIX,false
Estacionamento,57.43,2024-02-28,EXPENSE,DEBIT_CARD,false
Impostos e taxas,810.18,2024-02-28,EXPENSE,BOLETO,false
Impostos e taxas,687.14,2024-02-28,EXPENSE,PIX,false
Loja de roupas,760.41,2024-02-28,EXPENSE,CREDIT_CARD,false
Pet shop,231.52,2024-02-28,EXPENSE,BANK_TRANSFER,false
Streaming,85.35,2024-02-28,EXPENSE,BANK_TRANSFER,true
Viagem e hospedagem,4264.26,2024-02-28,EXPENSE,CASH,false
Transferencia recebida,213.85,2024-02-28,INCOME,BANK_TRANSFER,false
Venda de produto,1723.74,2024-02-28,INCOME,PIX,false
Academia,149.84,2024-02-29,EXPENSE,CREDIT_CARD,true
Aplicativo de transporte,89.19,2024-02-29,EXPENSE,CASH,false
Delivery de comida,22.82,2024-02-29,EXPENSE,BANK_TRANSFER,false
Farmacia,347.87,2024-02-29,EXPENSE,BANK_TRANSFER,false
Loja de roupas,652.54,2024-02-29,EXPENSE,CREDIT_CARD,false
Loja de roupas,528.86,2024-02-29,EXPENSE,CREDIT_CARD,false
Pet shop,416.44,2024-02-29,EXPENSE,CASH,false
Plano de saude,1039.50,2024-02-29,EXPENSE,BANK_TRANSFER,true
Restaurante,56.14,2024-02-29,EXPENSE,BANK_TRANSFER,false
Viagem e hospedagem,1424.23,2024-02-29,EXPENSE,BOLETO,false
Restituicao de imposto,2082.19,2024-02-29,INCOME,BANK_TRANSFER,false
Academia,116.36,2024-03-01,EXPENSE,CASH,true
Aluguel residencial,2047.15,2024-03-01,EXPENSE,CREDIT_CARD,true
Combustivel,415.13,2024-03-01,EXPENSE,BOLETO,false
Conta de energia,168.87,2024-03-01,EXPENSE,BANK_TRANSFER,true
Doacao,231.09,2024-03-01,EXPENSE,DEBIT_CARD,false
Padaria,51.50,2024-03-01,EXPENSE,CASH,false
Pet shop,125.45,2024-03-01,EXPENSE,DEBIT_CARD,false
Seguro do veiculo,373.62,2024-03-01,EXPENSE,CASH,true
Bonus profissional,3815.90,2024-03-01,INCOME,PIX,false
Academia,217.11,2024-03-02,EXPENSE,DEBIT_CARD,true
Combustivel,205.22,2024-03-02,EXPENSE,CREDIT_CARD,false
Conta de energia,366.77,2024-03-02,EXPENSE,PIX,true
Doacao,303.52,2024-03-02,EXPENSE,BANK_TRANSFER,false
Doacao,485.20,2024-03-02,EXPENSE,BOLETO,false
Eletronicos,3670.85,2024-03-02,EXPENSE,DEBIT_CARD,false
Farmacia,342.23,2024-03-02,EXPENSE,BANK_TRANSFER,false
Loja de roupas,524.06,2024-03-02,EXPENSE,PIX,false
Loja de roupas,152.35,2024-03-02,EXPENSE,BOLETO,false
Passagem aerea,2163.32,2024-03-02,EXPENSE,BOLETO,false
Pet shop,416.28,2024-03-02,EXPENSE,BOLETO,false
Plano de celular,179.31,2024-03-02,EXPENSE,BOLETO,true
Plano de saude,444.64,2024-03-02,EXPENSE,PIX,true
Supermercado,573.00,2024-03-02,EXPENSE,BANK_TRANSFER,false
Aluguel recebido,2632.10,2024-03-02,INCOME,BANK_TRANSFER,true
Dividendos,183.53,2024-03-02,INCOME,BANK_TRANSFER,true
Dividendos,690.66,2024-03-02,INCOME,BANK_TRANSFER,true
Transferencia recebida,2018.42,2024-03-02,INCOME,PIX,false
Academia,144.15,2024-03-03,EXPENSE,BANK_TRANSFER,false
Condominio,757.75,2024-03-03,EXPENSE,PIX,true
Impostos e taxas,1444.76,2024-03-03,EXPENSE,DEBIT_CARD,false
Loja de roupas,520.40,2024-03-03,EXPENSE,BANK_TRANSFER,false
Pet shop,299.27,2024-03-03,EXPENSE,PIX,false
Plano de celular,53.53,2024-03-03,EXPENSE,CASH,false
Supermercado,541.60,2024-03-03,EXPENSE,BANK_TRANSFER,false
Doacao,193.48,2024-03-04,EXPENSE,CREDIT_CARD,false
Estacionamento,70.87,2024-03-04,EXPENSE,CREDIT_CARD,false
Estacionamento,63.51,2024-03-04,EXPENSE,BANK_TRANSFER,false
Impostos e taxas,347.94,2024-03-04,EXPENSE,DEBIT_CARD,false
Internet residencial,86.65,2024-03-04,EXPENSE,BOLETO,true
Loja de roupas,167.48,2024-03-04,EXPENSE,CREDIT_CARD,false
Pet shop,64.26,2024-03-04,EXPENSE,BOLETO,false
Plano de saude,1217.63,2024-03-04,EXPENSE,DEBIT_CARD,false
Supermercado,821.20,2024-03-04,EXPENSE,BOLETO,false
Reembolso empresarial,589.28,2024-03-04,INCOME,BANK_TRANSFER,false
Condominio,1147.26,2024-03-05,EXPENSE,CREDIT_CARD,true
Conta de energia,430.22,2024-03-05,EXPENSE,PIX,true
Veterinario,865.58,2024-03-05,EXPENSE,CASH,false
Veterinario,558.82,2024-03-05,EXPENSE,CASH,false
Veterinario,206.96,2024-03-05,EXPENSE,CASH,false
Viagem e hospedagem,1489.74,2024-03-05,EXPENSE,CREDIT_CARD,false
Reembolso empresarial,740.75,2024-03-05,INCOME,BANK_TRANSFER,false
Aluguel residencial,1529.81,2024-03-06,EXPENSE,PIX,true
Aluguel residencial,1740.74,2024-03-06,EXPENSE,CREDIT_CARD,true
Cinema e lazer,184.17,2024-03-06,EXPENSE,PIX,false
Curso online,724.94,2024-03-06,EXPENSE,DEBIT_CARD,false
Curso online,323.07,2024-03-06,EXPENSE,CASH,false
Plano de saude,944.83,2024-03-06,EXPENSE,PIX,true
Supermercado,233.37,2024-03-06,EXPENSE,CREDIT_CARD,false
Supermercado,640.73,2024-03-06,EXPENSE,BANK_TRANSFER,false
Veterinario,622.60,2024-03-06,EXPENSE,CREDIT_CARD,false
Salario mensal,9072.12,2024-03-06,INCOME,PIX,true
Transferencia recebida,827.68,2024-03-06,INCOME,PIX,false
Academia,180.24,2024-03-07,EXPENSE,BANK_TRANSFER,true
Aluguel residencial,3519.78,2024-03-07,EXPENSE,CASH,true
Conta de agua,215.56,2024-03-07,EXPENSE,BOLETO,true
Impostos e taxas,1508.26,2024-03-07,EXPENSE,CASH,false
Impostos e taxas,1566.68,2024-03-07,EXPENSE,BOLETO,false
Loja de roupas,543.95,2024-03-07,EXPENSE,DEBIT_CARD,false
Manutencao do veiculo,244.33,2024-03-07,EXPENSE,BANK_TRANSFER,false
Passagem aerea,1287.59,2024-03-07,EXPENSE,DEBIT_CARD,false
Plano de saude,1495.09,2024-03-07,EXPENSE,PIX,true
Bonus profissional,4758.53,2024-03-07,INCOME,BANK_TRANSFER,false
Pagamento freelance,2674.95,2024-03-07,INCOME,PIX,false
Salario mensal,11652.48,2024-03-07,INCOME,PIX,true
Academia,253.28,2024-03-08,EXPENSE,DEBIT_CARD,true
Academia,234.01,2024-03-08,EXPENSE,DEBIT_CARD,false
Academia,124.19,2024-03-08,EXPENSE,BOLETO,true
Aluguel residencial,1229.70,2024-03-08,EXPENSE,CASH,true
Cinema e lazer,164.56,2024-03-08,EXPENSE,PIX,false
Cinema e lazer,236.74,2024-03-08,EXPENSE,PIX,false
Condominio,1147.64,2024-03-08,EXPENSE,BOLETO,true
Doacao,248.57,2024-03-08,EXPENSE,PIX,false
Estacionamento,21.05,2024-03-08,EXPENSE,PIX,false
Internet residencial,166.40,2024-03-08,EXPENSE,CASH,true
Livraria,133.49,2024-03-08,EXPENSE,CREDIT_CARD,false
Padaria,67.11,2024-03-08,EXPENSE,PIX,false
Pet shop,183.65,2024-03-08,EXPENSE,CASH,false
Plano de saude,363.54,2024-03-08,EXPENSE,PIX,true
Seguro do veiculo,506.18,2024-03-08,EXPENSE,CREDIT_CARD,true
Restituicao de imposto,1218.58,2024-03-08,INCOME,PIX,false
Aluguel residencial,3266.27,2024-03-09,EXPENSE,CASH,true
Aplicativo de transporte,20.24,2024-03-09,EXPENSE,CASH,false
Doacao,91.39,2024-03-09,EXPENSE,CREDIT_CARD,false
Eletronicos,2564.08,2024-03-09,EXPENSE,DEBIT_CARD,false
Internet residencial,214.70,2024-03-09,EXPENSE,DEBIT_CARD,true
Passagem aerea,3636.69,2024-03-09,EXPENSE,PIX,false
Plano de celular,132.23,2024-03-09,EXPENSE,CREDIT_CARD,true
Plano de saude,536.94,2024-03-09,EXPENSE,CASH,true
Supermercado,77.70,2024-03-09,EXPENSE,DEBIT_CARD,false
Restituicao de imposto,2724.53,2024-03-09,INCOME,BANK_TRANSFER,false
Aplicativo de transporte,90.01,2024-03-10,EXPENSE,CREDIT_CARD,false
Conta de agua,242.20,2024-03-10,EXPENSE,CREDIT_CARD,false
Curso online,686.44,2024-03-10,EXPENSE,CASH,false
Internet residencial,182.06,2024-03-10,EXPENSE,BOLETO,true
Passagem aerea,1301.71,2024-03-10,EXPENSE,CREDIT_CARD,false
Pet shop,80.73,2024-03-10,EXPENSE,PIX,false
Restaurante,319.93,2024-03-10,EXPENSE,BANK_TRANSFER,false
Seguro do veiculo,523.65,2024-03-10,EXPENSE,DEBIT_CARD,true
Streaming,46.27,2024-03-10,EXPENSE,DEBIT_CARD,true
Streaming,49.36,2024-03-10,EXPENSE,PIX,true
Supermercado,719.53,2024-03-10,EXPENSE,BANK_TRANSFER,false
Salario mensal,8355.30,2024-03-10,INCOME,PIX,false
Transferencia recebida,597.74,2024-03-10,INCOME,PIX,false
